id	id1	id2	sim_artist	sim_category	sim_genre	sim_title	sim_total	sim_tracks	sim_year
0	8135	2950	0.175000011920929	0	0	0.122222222387791	0.095288138836622	0.274506598711014	0
233	3670	7769	0.142857134342194	0	0	0.111111104488373	0.171228249867757	0.773401260375977	0
96	3134	6210	0.111111104488373	0	0	0.111111104488373	0.196759263674418	0.958333373069763	0
148	3222	4451	0	0	0	1	0.212229962150256	0.273379772901535	0
190	6210	11531	0.111111104488373	0.100000023841858	0	0.078567415475845	0.214946423967679	1	0
147	10133	5549	0.506323635578156	0	0	0.166666686534882	0.216495563586553	0.625983059406281	0
25	2317	4988	0.458758324384689	0	0	0.244948983192444	0.229801719387372	0.675103008747101	0
232	10231	4804	0.510688185691834	0	0	0.229330748319626	0.248694186409314	0.752146184444428	0
277	6855	3851	0.177777767181396	0	0	0.659157693386078	0.254970709482829	0.692888796329498	0
62	3125	4140	0.605530083179474	0	0	0.605530083179474	0.258453557888667	0.339661180973053	0
198	1823	9257	0.755928933620453	0	0	0.090909063816071	0.269794295231501	0.771927773952484	0
44	9807	10312	0.555555582046509	0	0	0.513200223445892	0.320013324419657	0.851324141025543	0
68	6374	9777	1	0	0	0.333333313465118	0.326263636350632	0.624248504638672	0
133	9601	3990	1	0	0	0.475749373435974	0.34026426076889	0.565836191177368	0
48	10102	8140	0.875	0	0	0.663964033126831	0.342316697041194	0.514936149120331	0
264	7731	9868	0.75	0	0.125	0.518518507480621	0.343259990215302	0.666041433811188	0
171	9876	8370	1	0	0	0.101885341107845	0.343659086773793	0.960069179534912	0
69	1818	7075	0.774999976158142	0	0	0.629166662693024	0.349242687225342	0.691289484500885	0
220	7515	7769	0.142857134342194	1	0	0.111111104488373	0.350679169098536	0.850106775760651	0
29	4601	2026	1	0	0	0.141421362757683	0.352811304231485	0.975446462631226	0
52	4631	3185	0.691214740276337	0	0	0.811698317527771	0.354175647099813	0.622140824794769	0
107	9542	1884	0.596477746963501	0	0	0.742967009544373	0.355283975601196	0.792259097099304	0
66	6761	5426	1	0	0.111111104488373	0.666666626930237	0.36332114537557	0.402149140834808	0
184	5204	7514	1	0	0	0.236437678337097	0.369397381941477	0.979946613311768	0
213	6776	3976	0.481125205755234	0	0	0.81649661064148	0.373386735717456	0.94269859790802	0
144	5392	9486	0.747482538223267	0	0	0.713095247745514	0.375420312086741	0.791944086551666	0
174	4441	7769	0.142857134342194	0	0	0.111111104488373	0.375661373138428	1	1
61	10714	10715	0.452926248311996	1	0	0.345590591430664	0.389868095517159	0.540691733360291	0
18	3134	11531	1	0.100000023841858	0.173205077648163	0.192450076341629	0.403998091816902	0.958333373069763	0
26	8097	4676	1	0	0	0.816666662693024	0.408763696750005	0.635915517807007	0
60	8423	5921	1	0	0	1	0.40889547765255	0.453372865915298	0
12	6950	4184	0.857142865657806	0	0	0.9375	0.40894760688146	0.659042775630951	0
162	4563	3395	0.61237245798111	1	0	0.467707186937332	0.420249313116074	0.441416233778	0
77	10230	7653	1	0	0	0.75	0.423802564541499	0.792815387248993	0
109	5185	7072	0.899999976158142	0	0	0.977272748947144	0.425441573063533	0.675376713275909	0
115	7769	8151	0.142857134342194	1	0.5	0.111111104488373	0.427848587433497	0.813123285770416	0
15	3792	8891	1	0	0	0.916666626930237	0.429361134767532	0.659500181674957	0
249	1866	2530	1	0	0.134105682373047	0.540061771869659	0.429761409759522	0.904401004314423	0
98	4684	2823	1	0	0	0.799305319786072	0.431405206521352	0.789125919342041	0
188	2110	1828	1	0	0	0.599999964237213	0.43188871194919	0.241332307457924	0.75
131	5238	8297	1	0	0	0.833333313465118	0.434135774771373	0.771481335163116	0
183	3670	8151	1	0	0	1	0.436873763799667	0.621242582798004	0
228	2139	4271	1	0	0	0.586672008037567	0.439382243280609	0.04962145164609	1
140	6858	10230	0.875	0	0	0.833333313465118	0.441234489281972	0.939073622226715	0
27	6737	4124	1	0	0	0.70710676908493	0.441518127918243	0.94200199842453	0
90	3475	8592	1	0	0	0.916666626930237	0.444872448841731	0.752568066120148	0
146	5574	7562	1	0	0	1	0.448067605495453	0.688405632972717	0
4	6761	10361	1	0	0.399999976158142	0.888888895511627	0.44858596722285	0.402626931667328	0
80	5025	9863	1	0	0	0.875	0.450741072495778	0.82944643497467	0
260	6788	7563	1	1	0	0.495423495769501	0.454487939675649	0.231504142284393	0
65	8097	5746	1	0	0.25	0.816666662693024	0.454562723636627	0.66070967912674	0
160	6423	7428	0.70710676908493	1	0	0.224748492240906	0.454620758692423	0.795869290828705	0
151	7722	4124	1	0	0.070710696280003	0.70710676908493	0.455220645914475	0.953506410121918	0
298	10230	8029	1	0	0	0.916666626930237	0.456960747639338	0.825097858905792	0
54	6858	10383	0.875	0.166666686534882	0	0.916666626930237	0.456997702519099	0.783652901649475	0
135	7347	5052	0.888888895511627	0	1	0.604761898517609	0.457846780618032	0.253429889678955	0
137	6944	9868	1	0	0	1	0.459251314401627	0.75550788640976	0
268	4282	7549	0.853333353996277	0	0.216506347060204	0.791666686534882	0.459463126957417	0.895272374153137	0
243	6358	9694	1	0	0	0.875	0.461915204922358	0.896491229534149	0
108	5830	8888	1	0	0	1	0.467696030934652	0.80617618560791	0
120	4441	8151	1	0	0	1	0.468853880961736	0.813123285770416	0
124	10240	7367	1	0	0	1	0.471252957979838	0.827517747879028	0
13	7852	10230	1	0	0	0.916666626930237	0.473559588193893	0.924690902233124	0
237	4774	4588	0.142857134342194	1	0	1	0.475661863883336	0.711114048957825	0
159	4586	7633	1	0	0	0.916666626930237	0.476098358631134	0.939923524856567	0
185	8725	4395	1	0	0	1	0.476654936869939	0.859929621219635	0
191	5542	6695	1	0	0	0.901387810707092	0.481230040391286	0.985992431640625	0
189	5776	9008	1	0	0	1	0.48557702700297	0.913462162017822	0
210	11530	5099	1	0.100000023841858	0	1	0.486674775679906	0.820048630237579	0
9	2004	3710	1	0	0	0.927777767181396	0.487962961196899	1	0
35	11190	11088	0.101015247404575	1	0	0.827380955219269	0.488066033770641	1	0
88	4306	8636	1	0	0	1	0.489153434832891	0.934920608997345	0
82	7223	9793	1	0	0.090909063816071	0.176383405923843	0.489197577039401	0.91789299249649	0.75
278	9068	6798	1	1	0	0.154188498854637	0.490805792311827	0.790646255016327	0
138	3517	10061	1	0	0	1	0.491390367348989	0.948342204093933	0
248	5426	7869	1	0	0.111111104488373	1	0.493025958538055	0.84704464673996	0
95	5731	8779	1	0	0	1	0.497222224871318	0.983333349227905	0
40	10383	10230	1	0.333333313465118	0	0.916666626930237	0.49780927101771	0.736855685710907	0
223	8636	4297	1	0	0	1	0.497812102238337	0.986872613430023	0
50	6174	2619	1	0	0	1	0.497895628213882	0.987373769283295	0
246	9637	1858	1	0	0	1	0.499408622582754	0.996451735496521	0
263	4851	7708	1	0	0	1	0.499694754679998	0.998168528079987	0
55	8949	5912	1	0	0	1	0.5	1	0
149	10361	7869	1	0	0.399999976158142	0.777777791023254	0.504667490720749	0.850227177143097	0
208	7898	8422	0.333333313465118	1	0	0.888888835906982	0.509527673323949	0.834943890571594	0
28	2440	5443	1	0	0.125	1	0.513888875643412	0.958333253860474	0
202	10383	8029	1	0.166666686534882	0	1	0.514697204033534	0.921516537666321	0
207	5458	2771	0.928571462631226	0	0	0.458122849464417	0.515123724937439	0.704048037528992	1
102	7605	9762	0	0	0.75	0.663324952125549	0.515134235223134	0.677480459213257	1
289	11008	11006	1	1	0	0.125	0.520833333333333	1	0
47	10064	2819	1	0.166666686534882	0	1	0.521825402975082	0.964285731315613	0
239	10652	9640	1	0.222222208976746	0	1	0.522844125827154	0.914842545986176	0
279	6944	7731	0.75	1	0	0.518518507480621	0.525932709376017	0.887077748775482	0
153	2188	8063	0.833333313465118	0.5	0	0.899999976158142	0.528345962365468	0.93674248456955	0
216	8445	8260	1	1	0	0.411709100008011	0.529619281490644	0.766006588935852	0
5	4876	6762	0.154394626617432	0	1	0.332896292209625	0.533848434686661	0.715799689292908	1
212	2891	2890	1	1	0	0.252934396266937	0.542155732711156	1	0
217	8917	8559	0.849836587905884	1	0	0.705533683300018	0.550151079893112	0.745536208152771	0
73	10986	7087	1	0.111111104488373	0	1	0.550197117030621	0.190071597695351	1
83	7599	10293	1	0	0.100000023841858	0.666666626930237	0.552583237489065	0.548832774162293	1
53	2571	9019	1	0.5	0	1	0.558419098456701	0.850514590740204	0
187	3395	5122	0.806225776672363	1	0	0.547722578048706	0.558991392453512	1	0
215	4563	5122	0.75	1	0.300000011920929	0.875	0.561069374283155	0.441416233778	0
251	10983	11174	0.899999976158142	1	0	0.914141356945038	0.564722249905268	0.57419216632843	0
84	7778	7192	1	1	0	0.447213590145111	0.56495064496994	0.94249027967453	0
229	7802	6992	1	1	0	0.675000011920929	0.566723754008611	0.725342512130737	0
261	2139	3296	1	0	0	0.70710676908493	0.567424714565277	0.697441518306732	1
132	5835	9278	0.67700320482254	0	0.199999988079071	1	0.569796591997147	0.791776359081268	0.75
253	5205	5010	0.654653668403626	1	0	1	0.573808878660202	0.788199603557587	0
8	8663	8306	0.527046263217926	1	0	0.916666626930237	0.573952148358027	1	0
244	6102	9115	0.523809552192688	0	0	1	0.577686210473379	0.942307710647583	1
257	8526	8364	1	1	0	0.583333373069763	0.57864236831665	0.888520836830139	0
75	5360	8430	1	0	0	0.72470235824585	0.579895863930384	0.754672825336456	1
100	6354	8424	1	1	0	0.530330061912537	0.580124507347743	0.95041698217392	0
173	5577	8990	0.833333313465118	0	0.70710676908493	1	0.581415335337321	0.948051929473877	0
252	4520	2619	0.845154285430908	0	0.111111104488373	1	0.581469138463338	0.782549440860748	0.75
94	5681	4384	1	1	0	0.70710676908493	0.584048002958298	0.797181248664856	0
238	5959	5371	1	1	0	1	0.586135824521383	0.516814947128296	0
161	10119	7664	1	0	0	0.982142865657806	0.586830576260885	0.788840591907501	0.75
145	5426	10361	1	0	0	0.777777791023254	0.587396075328191	0.996598660945892	0.75
