id	id1	id2	participation	sim_artist	sim_category	sim_genre	sim_title	sim_total	sim_tracks	sim_year
6190	108320	108395	0.333333333333333	1	1	0	0.157459154725075	0.41676898052295	0.343154728412628	0
6094	101238	101253	0.333333333333333	1	1	0	0.135400637984276	0.416755634049575	0.365133166313171	0
5626	100253	100494	0.333333333333333	1	1	0	0.059093683958054	0.41674612959226	0.441383093595505	0
6558	103306	103376	0.333333333333333	1	1	0	0.159506022930145	0.4167443861564	0.340960294008255	0
7657	100309	102881	0.333333333333333	1	0	0	0.35508668422699	0.416744276881218	0.395378977060318	0.75
824	102193	102226	0.333333333333333	1	1	0	0.142318770289421	0.416723308463891	0.358021080493927	0
6773	101246	101298	0.333333333333333	1	1	0	0.096225038170815	0.41671417405208	0.404060006141663	0
8217	104641	107125	0.333333333333333	1	1	0	0.314607977867126	0.416701006392638	0.185598060488701	0
8215	7037	7614	0.333333333333333	1	1	0	0.12146107852459	0.416696411867936	0.378717392683029	0
3780	105255	105271	0.333333333333333	1	1	0	0.189429372549057	0.416683966914813	0.310674428939819	0
5267	101509	103717	0.333333333333333	1	1	0	0.169725030660629	0.416659653186798	0.330232888460159	0
992	103846	103861	0.333333333333333	1	1	0	0.21893048286438	0.41662069161733	0.2807936668396	0
7207	102028	103356	0.333333333333333	1	1	0	0.168490022420883	0.416616668303808	0.331209987401962	0
4387	101023	101029	0.333333333333333	1	1	0	0.173131421208382	0.416557279725869	0.326212257146835	0
6420	101023	107077	0.333333333333333	1	0	0	0.174999997019768	0.416546342273553	0.574278056621552	0.75
2550	101567	101828	0.333333333333333	1	1	0	0.184256926178932	0.416531232496103	0.314930468797684	0
4699	101023	102264	0.333333333333333	1	0	0	0.122828364372253	0.416509658098221	0.376229584217072	1
4504	108727	109245	0.333333333333333	1	1	0	0.202030494809151	0.416448113818963	0.29665818810463	0
3613	102086	109585	0.333333333333333	1	0.100000023841858	1	0.122474491596222	0.416437650720278	0.276151388883591	0
1994	108908	109065	0.333333333333333	1	1	0	0.096225060522556	0.41642810528477	0.402343571186066	0
6679	105602	105618	0.333333333333333	1	1	0	0.151828348636627	0.41642106572787	0.346698045730591	0
2231	105255	106670	0.333333333333333	0.801783740520477	1	0	0.302459061145783	0.416413048903147	0.394235491752625	0
2803	105707	105748	0.333333333333333	0.139175534248352	1	0	1	0.416400045156479	0.359224736690521	0
2140	101465	102780	0.333333333333333	1	1	0	0.245694607496262	0.41639702518781	0.2526875436306	0
3777	106113	107346	0.333333333333333	1	1	0	0.119242392480373	0.416389990597963	0.379097551107407	0
1670	101888	104106	0.333333333333333	1	1	0	0.112628526985645	0.41637401903669	0.385615587234497	0
8149	108887	109186	0.333333333333333	1	1	0	0.261144459247589	0.416328333318234	0.236825540661812	0
5502	102578	103806	0.333333333333333	1	1	0	0.190550565719605	0.416312222679456	0.307322770357132	0
921	105102	105164	0.333333333333333	1	1	0	0.159692734479904	0.416288753350576	0.33803978562355	0
6784	103668	103681	0.333333333333333	1	1	0	0.15275251865387	0.416267489393552	0.344852417707443	0
1890	102031	103605	0.333333333333333	1	1	0	0.179999992251396	0.416250877082348	0.317505270242691	0
1480	103152	103153	0.333333333333333	1	1	0	0.086076162755489	0.416231938948234	0.411315470933914	0
4040	103296	9257	0.333333333333333	1	0	1	0.12856487929821	0.416228500505288	0.36880612373352	0
7834	100925	101206	0.333333333333333	1	1	0	0.117422997951508	0.416142563025157	0.379432380199432	0
5563	109648	109649	0.333333333333333	1	1	0	0.100000008940697	0.416117039819558	0.396702229976654	0
7474	103602	108144	0.333333333333333	1	0	0	0.22714002430439	0.416104805966218	0.51948881149292	0.75
4697	101253	101294	0.333333333333333	1	1	0	0.067700318992138	0.416065741330385	0.428694128990173	0
7976	108235	109502	0.333333333333333	1	0.100000023841858	0.100000023841858	0.050906900316477	0.415956865375241	0.494834244251251	0.75
1805	103395	108181	0.333333333333333	1	0	0.083333313465119	0.349290639162064	0.415893837809563	0.312739074230194	0.75
123	102561	103329	0.333333333333333	1	1	0	0.400987327098846	0.415884350736936	0.094318777322769	0
1438	100308	101608	0.333333333333333	1	0	0.100000023841858	0.16426844894886	0.415855179230372	0.230862602591515	1
1633	101976	103206	0.333333333333333	1	1	0	0.315869003534317	0.415838830173016	0.179163977503777	0
2256	101735	102274	0.333333333333333	1	1	0	0.157134830951691	0.415838246544202	0.337894648313522	0
