id	id1	id2	participation	sim_address	sim_city	sim_name	sim_phone	sim_total	sim_type
0	338	81	0.3333333333333333	0.6284779906272888	1.0	0.2357022613286972	0.4166666865348816	0.4561693876981735	0.0
1	205	97	0.3333333333333333	0.41996049880981445	0.0555555522441864	0.10758287459611893	0.4166666865348816	0.3499531224370003	0.75
2	338	99	0.3333333333333333	0.6307777762413025	1.0	0.17320507764816284	0.31180477142333984	0.42315752506256105	0.0
3	690	700	0.3333333333333333	0.625	0.28171807527542114	0.0	0.5833333730697632	0.3230102896690369	0.125
4	205	98	0.3333333333333333	0.4444444179534912	0.1111111044883728	0.10758287459611893	0.3333333134651184	0.34929434210062027	0.75
5	206	98	0.3333333333333333	0.4444444179534912	0.1111111044883728	0.10758287459611893	0.4166666865348816	0.2705064669251442	0.27272725105285645
6	206	97	0.3333333333333333	0.41996049880981445	0.0555555522441864	0.10758287459611893	0.3333333134651184	0.23783189803361893	0.27272725105285645
7	690	727	0.3333333333333333	0.8125	0.0	0.2474358230829239	0.4166666865348816	0.2953205019235611	0.0
8	695	703	0.3333333333333333	0.4313254654407501	0.125	0.07216878235340118	0.4166666865348816	0.40903218686580656	1.0
9	690	751	0.3333333333333333	0.46770718693733215	0.0	0.2020304948091507	0.4166666865348816	0.26676803827285767	0.2474358230829239
10	573	608	0.3333333333333333	0.6296296119689941	1.0	0.125	0.5	0.47566950470209124	0.12371791154146194
11	571	636	0.3333333333333333	0.4000000059604645	1.0	0.1428571343421936	0.75	0.520109885931015	0.307692289352417
12	694	742	0.3333333333333333	0.5352396368980408	0.0883883461356163	0.3042902946472168	0.3333333134651184	0.2724533677101135	0.10101524740457535
13	452	502	0.3333333333333333	0.5042641758918762	0.10101524740457535	0.0	0.4166666865348816	0.2813122943043709	0.38461536169052124
14	330	409	0.3333333333333333	0.6962120532989502	1.0	0.12247448414564133	0.5	0.5010051086544991	0.18633900582790375
15	423	801	0.3333333333333333	0.3101765215396881	0.10101524740457535	0.4792572557926178	0.08333331346511841	0.22552569657564164	0.1538461446762085
16	431	721	0.3333333333333333	0.6555055379867554	0.8164966106414795	0.1666666865348816	0.4166666865348816	0.5110671043395996	0.5
17	452	514	0.3333333333333333	0.5042641758918762	0.10101524740457535	0.0	0.25	0.2853415921330452	0.5714285373687744
18	300	715	0.3333333333333333	0.6458333134651184	0.8164966106414795	0.0	0.3333333134651184	0.5091326475143433	0.75
19	423	816	0.3333333333333333	0.36456677317619324	0.10101524740457535	0.5559026598930359	0.25	0.272478748857975	0.09090906381607056
20	454	509	0.3333333333333333	0.5421667098999023	0.10101524740457535	0.19422322511672974	0.25	0.2607823058962822	0.21650634706020355
21	577	601	0.3333333333333333	0.6666666865348816	1.0	0.1767766922712326	0.4166666865348816	0.6520220130681992	1.0
22	574	633	0.3333333333333333	0.46636897325515747	1.0	0.125	0.75	0.46827379465103147	0.0
23	557	819	0.3333333333333333	0.1270512044429779	0.2474358230829239	0.45645856857299805	0.25	0.41618911921977997	1.0
24	575	639	0.3333333333333333	0.8333333134651184	1.0	0.1547619104385376	0.4166666865348816	0.5750063776969909	0.47026997804641724
25	450	557	0.3333333333333333	0.2660409212112427	0.09999999403953552	0.47677963972091675	0.4166666865348816	0.4518974483013153	1.0
26	301	714	0.3333333333333333	0.35590261220932007	0.8164966106414795	0.19436506927013397	0.4166666865348816	0.380256424844265	0.1178511455655098
27	686	855	0.3333333333333333	0.300595223903656	0.2721655070781708	0.6493717432022095	0.3333333134651184	0.3110931575298309	0.0
28	425	820	0.3333333333333333	0.23032115399837494	0.10101524740457535	0.36356469988822937	0.2282177358865738	0.2846237674355507	0.5
29	460	470	0.3333333333333333	0.7083333134651184	1.0	0.12360332161188126	0.31180477142333984	0.6287482813000679	1.0
30	460	469	0.3333333333333333	0.46708807349205017	1.0	0.24940404295921326	0.4166666865348816	0.526631760597229	0.5
